sample_id,true_algo,ranked_list,candidate_set,candidate_size,rank1,rank2,rank3,rank4,rank5,top1_correct,top2_correct,top3_correct,top4_correct,top5_correct,candidate_correct,true_rank
WOW__TEST__STEGO__4482.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__3175.pgm,WOW,"HILL,HUGO,MiPOD,S-UNIWARD,WOW","HILL,HUGO,MiPOD,S-UNIWARD",4,HILL,HUGO,MiPOD,S-UNIWARD,WOW,0,0,0,0,1,0,5
WOW__TEST__STEGO__6175.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__615.pgm,WOW,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__3857.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__8518.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__268.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__8525.pgm,WOW,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD,WOW",5,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,0,0,0,1,1,5
WOW__TEST__STEGO__2123.pgm,WOW,"WOW,MiPOD,HILL,S-UNIWARD,HUGO","WOW,MiPOD,HILL,S-UNIWARD",4,WOW,MiPOD,HILL,S-UNIWARD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__3477.pgm,WOW,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD,HUGO",5,WOW,S-UNIWARD,HILL,MiPOD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__5909.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__9357.pgm,WOW,"MiPOD,HILL,WOW,S-UNIWARD,HUGO","MiPOD,HILL,WOW",3,MiPOD,HILL,WOW,S-UNIWARD,HUGO,0,0,1,1,1,1,3
WOW__TEST__STEGO__6003.pgm,WOW,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__5573.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__9053.pgm,WOW,"WOW,S-UNIWARD,HUGO,MiPOD,HILL","WOW,S-UNIWARD,HUGO,MiPOD,HILL",5,WOW,S-UNIWARD,HUGO,MiPOD,HILL,1,1,1,1,1,1,1
WOW__TEST__STEGO__2157.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__8724.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__6902.pgm,WOW,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__7422.pgm,WOW,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,S-UNIWARD,HUGO,0,0,1,1,1,1,3
WOW__TEST__STEGO__9355.pgm,WOW,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,S-UNIWARD,HUGO,0,0,1,1,1,1,3
WOW__TEST__STEGO__2559.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__7438.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__2297.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__6333.pgm,WOW,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD,HUGO",5,WOW,S-UNIWARD,HILL,MiPOD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__7783.pgm,WOW,"WOW,MiPOD,HILL,S-UNIWARD,HUGO","WOW,MiPOD,HILL,S-UNIWARD",4,WOW,MiPOD,HILL,S-UNIWARD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__3531.pgm,WOW,"S-UNIWARD,MiPOD,WOW,HUGO,HILL",S-UNIWARD,1,S-UNIWARD,MiPOD,WOW,HUGO,HILL,0,0,1,1,1,0,3
WOW__TEST__STEGO__5788.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__1304.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__6971.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__2697.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__5267.pgm,WOW,"MiPOD,WOW,HILL,S-UNIWARD,HUGO",MiPOD,1,MiPOD,WOW,HILL,S-UNIWARD,HUGO,0,1,1,1,1,0,2
WOW__TEST__STEGO__7157.pgm,WOW,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,S-UNIWARD,HUGO,0,0,1,1,1,1,3
WOW__TEST__STEGO__6962.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__7328.pgm,WOW,"S-UNIWARD,MiPOD,WOW,HILL,HUGO","S-UNIWARD,MiPOD,WOW,HILL",4,S-UNIWARD,MiPOD,WOW,HILL,HUGO,0,0,1,1,1,1,3
WOW__TEST__STEGO__5614.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__2145.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__94.pgm,WOW,"WOW,HILL,MiPOD,S-UNIWARD,HUGO","WOW,HILL,MiPOD",3,WOW,HILL,MiPOD,S-UNIWARD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__1274.pgm,WOW,"S-UNIWARD,MiPOD,HILL,WOW,HUGO","S-UNIWARD,MiPOD,HILL",3,S-UNIWARD,MiPOD,HILL,WOW,HUGO,0,0,0,1,1,0,4
WOW__TEST__STEGO__7430.pgm,WOW,"HILL,S-UNIWARD,WOW,MiPOD,HUGO","HILL,S-UNIWARD,WOW,MiPOD",4,HILL,S-UNIWARD,WOW,MiPOD,HUGO,0,0,1,1,1,1,3
WOW__TEST__STEGO__1621.pgm,WOW,"S-UNIWARD,MiPOD,WOW,HILL,HUGO","S-UNIWARD,MiPOD",2,S-UNIWARD,MiPOD,WOW,HILL,HUGO,0,0,1,1,1,0,3
WOW__TEST__STEGO__6853.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__206.pgm,WOW,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,S-UNIWARD,HUGO,0,0,1,1,1,1,3
WOW__TEST__STEGO__622.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__8375.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__9048.pgm,WOW,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD,HUGO",5,WOW,S-UNIWARD,HILL,MiPOD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__6604.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__2902.pgm,WOW,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD",2,HILL,MiPOD,WOW,S-UNIWARD,HUGO,0,0,1,1,1,0,3
WOW__TEST__STEGO__3589.pgm,WOW,"S-UNIWARD,WOW,MiPOD,HILL,HUGO",S-UNIWARD,1,S-UNIWARD,WOW,MiPOD,HILL,HUGO,0,1,1,1,1,0,2
WOW__TEST__STEGO__7348.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__8332.pgm,WOW,"MiPOD,HUGO,HILL,S-UNIWARD,WOW",,0,MiPOD,HUGO,HILL,S-UNIWARD,WOW,0,0,0,0,1,0,5
WOW__TEST__STEGO__1110.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__2767.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__5836.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__5266.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__4766.pgm,WOW,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD,HUGO",5,WOW,S-UNIWARD,HILL,MiPOD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__3020.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__4111.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__5442.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__4011.pgm,WOW,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD",4,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,0,0,0,1,0,5
WOW__TEST__STEGO__111.pgm,WOW,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD,HUGO",5,WOW,S-UNIWARD,HILL,MiPOD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__1805.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HUGO,HILL","WOW,MiPOD,S-UNIWARD,HUGO,HILL",5,WOW,MiPOD,S-UNIWARD,HUGO,HILL,1,1,1,1,1,1,1
WOW__TEST__STEGO__6826.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__4249.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__1668.pgm,WOW,"WOW,MiPOD,HILL,S-UNIWARD,HUGO","WOW,MiPOD,HILL",3,WOW,MiPOD,HILL,S-UNIWARD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__5546.pgm,WOW,"WOW,HILL,MiPOD,S-UNIWARD,HUGO","WOW,HILL,MiPOD,S-UNIWARD",4,WOW,HILL,MiPOD,S-UNIWARD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__8769.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__8173.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__5174.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__2632.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__9570.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__6088.pgm,WOW,"MiPOD,HILL,WOW,S-UNIWARD,HUGO","MiPOD,HILL,WOW",3,MiPOD,HILL,WOW,S-UNIWARD,HUGO,0,0,1,1,1,1,3
WOW__TEST__STEGO__2676.pgm,WOW,"S-UNIWARD,MiPOD,WOW,HILL,HUGO","S-UNIWARD,MiPOD,WOW",3,S-UNIWARD,MiPOD,WOW,HILL,HUGO,0,0,1,1,1,1,3
WOW__TEST__STEGO__8553.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__4176.pgm,WOW,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD,WOW",5,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,0,0,0,1,1,5
WOW__TEST__STEGO__5025.pgm,WOW,"MiPOD,S-UNIWARD,HILL,WOW,HUGO",MiPOD,1,MiPOD,S-UNIWARD,HILL,WOW,HUGO,0,0,0,1,1,0,4
WOW__TEST__STEGO__7104.pgm,WOW,"S-UNIWARD,WOW,HILL,MiPOD,HUGO","S-UNIWARD,WOW,HILL,MiPOD",4,S-UNIWARD,WOW,HILL,MiPOD,HUGO,0,1,1,1,1,1,2
WOW__TEST__STEGO__9195.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__816.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__7250.pgm,WOW,"WOW,MiPOD,HILL,S-UNIWARD,HUGO","WOW,MiPOD,HILL",3,WOW,MiPOD,HILL,S-UNIWARD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__7531.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__501.pgm,WOW,"HILL,MiPOD,WOW,HUGO,S-UNIWARD","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,HUGO,S-UNIWARD,0,0,1,1,1,1,3
WOW__TEST__STEGO__220.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__1731.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__9744.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__3292.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__1773.pgm,WOW,"S-UNIWARD,MiPOD,WOW,HILL,HUGO","S-UNIWARD,MiPOD,WOW",3,S-UNIWARD,MiPOD,WOW,HILL,HUGO,0,0,1,1,1,1,3
WOW__TEST__STEGO__225.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__9095.pgm,WOW,"S-UNIWARD,WOW,MiPOD,HILL,HUGO",S-UNIWARD,1,S-UNIWARD,WOW,MiPOD,HILL,HUGO,0,1,1,1,1,0,2
WOW__TEST__STEGO__5593.pgm,WOW,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,S-UNIWARD,HUGO,0,0,1,1,1,1,3
WOW__TEST__STEGO__6454.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__3318.pgm,WOW,"S-UNIWARD,HUGO,MiPOD,WOW,HILL",S-UNIWARD,1,S-UNIWARD,HUGO,MiPOD,WOW,HILL,0,0,0,1,1,0,4
WOW__TEST__STEGO__6024.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__8986.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__7189.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__6545.pgm,WOW,"MiPOD,HILL,WOW,HUGO,S-UNIWARD","MiPOD,HILL,WOW",3,MiPOD,HILL,WOW,HUGO,S-UNIWARD,0,0,1,1,1,1,3
WOW__TEST__STEGO__417.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__8820.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__2350.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__145.pgm,WOW,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,1,1,1,1,1,1,1
WOW__TEST__STEGO__309.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__2023.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__6908.pgm,WOW,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__311.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__3673.pgm,WOW,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__1088.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__6174.pgm,WOW,"MiPOD,HILL,WOW,S-UNIWARD,HUGO","MiPOD,HILL,WOW",3,MiPOD,HILL,WOW,S-UNIWARD,HUGO,0,0,1,1,1,1,3
WOW__TEST__STEGO__6008.pgm,WOW,"MiPOD,WOW,HILL,S-UNIWARD,HUGO","MiPOD,WOW,HILL",3,MiPOD,WOW,HILL,S-UNIWARD,HUGO,0,1,1,1,1,1,2
WOW__TEST__STEGO__5554.pgm,WOW,"MiPOD,HILL,WOW,HUGO,S-UNIWARD","MiPOD,HILL,WOW",3,MiPOD,HILL,WOW,HUGO,S-UNIWARD,0,0,1,1,1,1,3
WOW__TEST__STEGO__5027.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__3658.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__9191.pgm,WOW,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__4941.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL,HUGO",5,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__1385.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
WOW__TEST__STEGO__7325.pgm,WOW,"HILL,MiPOD,WOW,S-UNIWARD,HUGO","HILL,MiPOD,WOW",3,HILL,MiPOD,WOW,S-UNIWARD,HUGO,0,0,1,1,1,1,3
WOW__TEST__STEGO__4332.pgm,WOW,"MiPOD,HILL,HUGO,WOW,S-UNIWARD","MiPOD,HILL,HUGO,WOW",4,MiPOD,HILL,HUGO,WOW,S-UNIWARD,0,0,0,1,1,1,4
WOW__TEST__STEGO__9623.pgm,WOW,"WOW,HILL,HUGO,MiPOD,S-UNIWARD","WOW,HILL,HUGO,MiPOD,S-UNIWARD",5,WOW,HILL,HUGO,MiPOD,S-UNIWARD,1,1,1,1,1,1,1
WOW__TEST__STEGO__2692.pgm,WOW,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,1,1,1,1,1,1,1
