path,y,split
${BOSSBASE_ROOT}\cover\924.pgm,0,train
${BOSSBASE_ROOT}\cover\162.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5807.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\155.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7670.pgm,1,train
${BOSSBASE_ROOT}\cover\3609.pgm,0,train
${BOSSBASE_ROOT}\cover\5089.pgm,0,train
${BOSSBASE_ROOT}\cover\6535.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\200.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5012.pgm,1,train
${BOSSBASE_ROOT}\cover\5983.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4481.pgm,1,train
${BOSSBASE_ROOT}\cover\9454.pgm,0,train
${BOSSBASE_ROOT}\cover\7046.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6708.pgm,1,train
${BOSSBASE_ROOT}\cover\3599.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1459.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9875.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2722.pgm,1,train
${BOSSBASE_ROOT}\cover\8824.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7491.pgm,1,train
${BOSSBASE_ROOT}\cover\1394.pgm,0,train
${BOSSBASE_ROOT}\cover\7684.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6034.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6093.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\650.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2711.pgm,1,train
${BOSSBASE_ROOT}\cover\6790.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2434.pgm,1,train
${BOSSBASE_ROOT}\cover\4555.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1643.pgm,1,train
${BOSSBASE_ROOT}\cover\7661.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1042.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6195.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8467.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2624.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7881.pgm,1,train
${BOSSBASE_ROOT}\cover\8402.pgm,0,train
${BOSSBASE_ROOT}\cover\4504.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7361.pgm,1,train
${BOSSBASE_ROOT}\cover\1885.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7018.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5549.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5449.pgm,1,train
${BOSSBASE_ROOT}\cover\1977.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1168.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8691.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4077.pgm,1,train
${BOSSBASE_ROOT}\cover\4433.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\339.pgm,1,train
${BOSSBASE_ROOT}\cover\2611.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3950.pgm,1,train
${BOSSBASE_ROOT}\cover\9027.pgm,0,train
${BOSSBASE_ROOT}\cover\6473.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6846.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2345.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6029.pgm,1,train
${BOSSBASE_ROOT}\cover\4711.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\407.pgm,1,train
${BOSSBASE_ROOT}\cover\2680.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8008.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5959.pgm,1,train
${BOSSBASE_ROOT}\cover\6129.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7584.pgm,1,train
${BOSSBASE_ROOT}\cover\9665.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6135.pgm,1,train
${BOSSBASE_ROOT}\cover\1618.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8923.pgm,1,train
${BOSSBASE_ROOT}\cover\2454.pgm,0,train
${BOSSBASE_ROOT}\cover\3919.pgm,0,train
${BOSSBASE_ROOT}\cover\9452.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1445.pgm,1,train
${BOSSBASE_ROOT}\cover\8454.pgm,0,train
${BOSSBASE_ROOT}\cover\343.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5710.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6334.pgm,1,train
${BOSSBASE_ROOT}\cover\8634.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5172.pgm,1,train
${BOSSBASE_ROOT}\cover\7427.pgm,0,train
${BOSSBASE_ROOT}\cover\435.pgm,0,train
${BOSSBASE_ROOT}\cover\3933.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8692.pgm,1,train
${BOSSBASE_ROOT}\cover\2897.pgm,0,train
${BOSSBASE_ROOT}\cover\3896.pgm,0,train
${BOSSBASE_ROOT}\cover\6679.pgm,0,train
${BOSSBASE_ROOT}\cover\607.pgm,0,train
${BOSSBASE_ROOT}\cover\3925.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\885.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4273.pgm,1,train
${BOSSBASE_ROOT}\cover\7895.pgm,0,train
${BOSSBASE_ROOT}\cover\7327.pgm,0,train
${BOSSBASE_ROOT}\cover\5830.pgm,0,train
${BOSSBASE_ROOT}\cover\2100.pgm,0,train
${BOSSBASE_ROOT}\cover\5500.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4378.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5488.pgm,1,train
${BOSSBASE_ROOT}\cover\3880.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6465.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7738.pgm,1,train
${BOSSBASE_ROOT}\cover\6085.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8013.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5757.pgm,1,train
${BOSSBASE_ROOT}\cover\3392.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2437.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8526.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6509.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\88.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6532.pgm,1,train
${BOSSBASE_ROOT}\cover\2861.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5434.pgm,1,train
${BOSSBASE_ROOT}\cover\6840.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7777.pgm,1,train
${BOSSBASE_ROOT}\cover\5319.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5480.pgm,1,train
${BOSSBASE_ROOT}\cover\4731.pgm,0,train
${BOSSBASE_ROOT}\cover\822.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8477.pgm,1,train
${BOSSBASE_ROOT}\cover\4755.pgm,0,train
${BOSSBASE_ROOT}\cover\9144.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9570.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7394.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8556.pgm,1,train
${BOSSBASE_ROOT}\cover\4525.pgm,0,train
${BOSSBASE_ROOT}\cover\631.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3144.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8250.pgm,1,train
${BOSSBASE_ROOT}\cover\4127.pgm,0,train
${BOSSBASE_ROOT}\cover\4858.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6303.pgm,1,train
${BOSSBASE_ROOT}\cover\4303.pgm,0,train
${BOSSBASE_ROOT}\cover\7101.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7752.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2286.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6458.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3045.pgm,1,train
${BOSSBASE_ROOT}\cover\7918.pgm,0,train
${BOSSBASE_ROOT}\cover\9623.pgm,0,train
${BOSSBASE_ROOT}\cover\968.pgm,0,train
${BOSSBASE_ROOT}\cover\6462.pgm,0,train
${BOSSBASE_ROOT}\cover\6853.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1814.pgm,1,train
${BOSSBASE_ROOT}\cover\4380.pgm,0,train
${BOSSBASE_ROOT}\cover\4111.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\837.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8549.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\327.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1816.pgm,1,train
${BOSSBASE_ROOT}\cover\410.pgm,0,train
${BOSSBASE_ROOT}\cover\296.pgm,0,train
${BOSSBASE_ROOT}\cover\3338.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\939.pgm,1,train
${BOSSBASE_ROOT}\cover\7990.pgm,0,train
${BOSSBASE_ROOT}\cover\1089.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5064.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8098.pgm,1,train
${BOSSBASE_ROOT}\cover\8015.pgm,0,train
${BOSSBASE_ROOT}\cover\5138.pgm,0,train
${BOSSBASE_ROOT}\cover\1020.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5552.pgm,1,train
${BOSSBASE_ROOT}\cover\9905.pgm,0,train
${BOSSBASE_ROOT}\cover\1991.pgm,0,train
${BOSSBASE_ROOT}\cover\2285.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\850.pgm,1,train
${BOSSBASE_ROOT}\cover\4838.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\205.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1322.pgm,1,train
${BOSSBASE_ROOT}\cover\3904.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1260.pgm,1,train
${BOSSBASE_ROOT}\cover\1333.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2860.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4671.pgm,1,train
${BOSSBASE_ROOT}\cover\4644.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5927.pgm,1,train
${BOSSBASE_ROOT}\cover\1501.pgm,0,train
${BOSSBASE_ROOT}\cover\8110.pgm,0,train
${BOSSBASE_ROOT}\cover\9515.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4740.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3956.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7624.pgm,1,train
${BOSSBASE_ROOT}\cover\9230.pgm,0,train
${BOSSBASE_ROOT}\cover\4666.pgm,0,train
${BOSSBASE_ROOT}\cover\9627.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2906.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7802.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3987.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1478.pgm,1,train
${BOSSBASE_ROOT}\cover\3923.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5273.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8165.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8287.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8347.pgm,1,train
${BOSSBASE_ROOT}\cover\5737.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5647.pgm,1,train
${BOSSBASE_ROOT}\cover\6799.pgm,0,train
${BOSSBASE_ROOT}\cover\6373.pgm,0,train
${BOSSBASE_ROOT}\cover\794.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4023.pgm,1,train
${BOSSBASE_ROOT}\cover\792.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3169.pgm,1,train
${BOSSBASE_ROOT}\cover\6332.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2457.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4724.pgm,1,train
${BOSSBASE_ROOT}\cover\6096.pgm,0,train
${BOSSBASE_ROOT}\cover\144.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9146.pgm,1,train
${BOSSBASE_ROOT}\cover\9554.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3092.pgm,1,train
${BOSSBASE_ROOT}\cover\5373.pgm,0,train
${BOSSBASE_ROOT}\cover\4151.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1511.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4578.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1071.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\182.pgm,1,train
${BOSSBASE_ROOT}\cover\3192.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1791.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6588.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6423.pgm,1,train
${BOSSBASE_ROOT}\cover\7819.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6521.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2446.pgm,1,train
${BOSSBASE_ROOT}\cover\9232.pgm,0,train
${BOSSBASE_ROOT}\cover\6322.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8973.pgm,1,train
${BOSSBASE_ROOT}\cover\9173.pgm,0,train
${BOSSBASE_ROOT}\cover\327.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7708.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9125.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\392.pgm,1,train
${BOSSBASE_ROOT}\cover\5484.pgm,0,train
${BOSSBASE_ROOT}\cover\6511.pgm,0,train
${BOSSBASE_ROOT}\cover\7094.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1223.pgm,1,train
${BOSSBASE_ROOT}\cover\5080.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9886.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\156.pgm,1,train
${BOSSBASE_ROOT}\cover\662.pgm,0,train
${BOSSBASE_ROOT}\cover\8433.pgm,0,train
${BOSSBASE_ROOT}\cover\7106.pgm,0,train
${BOSSBASE_ROOT}\cover\2041.pgm,0,train
${BOSSBASE_ROOT}\cover\9677.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5263.pgm,1,train
${BOSSBASE_ROOT}\cover\240.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9418.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5788.pgm,1,train
${BOSSBASE_ROOT}\cover\2371.pgm,0,train
${BOSSBASE_ROOT}\cover\5746.pgm,0,train
${BOSSBASE_ROOT}\cover\3941.pgm,0,train
${BOSSBASE_ROOT}\cover\3832.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3156.pgm,1,train
${BOSSBASE_ROOT}\cover\5128.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5614.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8967.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8557.pgm,1,train
${BOSSBASE_ROOT}\cover\7178.pgm,0,train
${BOSSBASE_ROOT}\cover\7593.pgm,0,train
${BOSSBASE_ROOT}\cover\3075.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7046.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8712.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2658.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3764.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2282.pgm,1,train
${BOSSBASE_ROOT}\cover\9814.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6329.pgm,1,train
${BOSSBASE_ROOT}\cover\286.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9784.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1633.pgm,1,train
${BOSSBASE_ROOT}\cover\9529.pgm,0,train
${BOSSBASE_ROOT}\cover\2400.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2186.pgm,1,train
${BOSSBASE_ROOT}\cover\154.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6949.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\943.pgm,1,train
${BOSSBASE_ROOT}\cover\8681.pgm,0,train
${BOSSBASE_ROOT}\cover\9152.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\718.pgm,1,train
${BOSSBASE_ROOT}\cover\7415.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5576.pgm,1,train
${BOSSBASE_ROOT}\cover\2143.pgm,0,train
${BOSSBASE_ROOT}\cover\9231.pgm,0,train
${BOSSBASE_ROOT}\cover\4174.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8819.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8480.pgm,1,train
${BOSSBASE_ROOT}\cover\4130.pgm,0,train
${BOSSBASE_ROOT}\cover\8784.pgm,0,train
${BOSSBASE_ROOT}\cover\4077.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5858.pgm,1,train
${BOSSBASE_ROOT}\cover\7473.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7205.pgm,1,train
${BOSSBASE_ROOT}\cover\5475.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2824.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4958.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7946.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1889.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3418.pgm,1,train
${BOSSBASE_ROOT}\cover\3556.pgm,0,train
${BOSSBASE_ROOT}\cover\4273.pgm,0,train
${BOSSBASE_ROOT}\cover\4760.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5473.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6548.pgm,1,train
${BOSSBASE_ROOT}\cover\4828.pgm,0,train
${BOSSBASE_ROOT}\cover\6478.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3979.pgm,1,train
${BOSSBASE_ROOT}\cover\4744.pgm,0,train
${BOSSBASE_ROOT}\cover\896.pgm,0,train
${BOSSBASE_ROOT}\cover\2217.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2414.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6454.pgm,1,train
${BOSSBASE_ROOT}\cover\2669.pgm,0,train
${BOSSBASE_ROOT}\cover\718.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9924.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7407.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2353.pgm,1,train
${BOSSBASE_ROOT}\cover\2663.pgm,0,train
${BOSSBASE_ROOT}\cover\9185.pgm,0,train
${BOSSBASE_ROOT}\cover\1391.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8033.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8184.pgm,1,train
${BOSSBASE_ROOT}\cover\940.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3975.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7154.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7326.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7161.pgm,1,train
${BOSSBASE_ROOT}\cover\3215.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7790.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2383.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2082.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8394.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5150.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3996.pgm,1,train
${BOSSBASE_ROOT}\cover\3169.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7276.pgm,1,train
${BOSSBASE_ROOT}\cover\1139.pgm,0,train
${BOSSBASE_ROOT}\cover\363.pgm,0,train
${BOSSBASE_ROOT}\cover\886.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6894.pgm,1,train
${BOSSBASE_ROOT}\cover\1845.pgm,0,train
${BOSSBASE_ROOT}\cover\5119.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\918.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4288.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2985.pgm,1,train
${BOSSBASE_ROOT}\cover\4235.pgm,0,train
${BOSSBASE_ROOT}\cover\7795.pgm,0,train
${BOSSBASE_ROOT}\cover\6936.pgm,0,train
${BOSSBASE_ROOT}\cover\4091.pgm,0,train
${BOSSBASE_ROOT}\cover\8234.pgm,0,train
${BOSSBASE_ROOT}\cover\2013.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9740.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9234.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3796.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6291.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\35.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5313.pgm,1,train
${BOSSBASE_ROOT}\cover\3517.pgm,0,train
${BOSSBASE_ROOT}\cover\1830.pgm,0,train
${BOSSBASE_ROOT}\cover\4805.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4655.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9355.pgm,1,train
${BOSSBASE_ROOT}\cover\430.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9812.pgm,1,train
${BOSSBASE_ROOT}\cover\5426.pgm,0,train
${BOSSBASE_ROOT}\cover\9840.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1772.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2629.pgm,1,train
${BOSSBASE_ROOT}\cover\9851.pgm,0,train
${BOSSBASE_ROOT}\cover\863.pgm,0,train
${BOSSBASE_ROOT}\cover\976.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6720.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\101.pgm,1,train
${BOSSBASE_ROOT}\cover\1985.pgm,0,train
${BOSSBASE_ROOT}\cover\1002.pgm,0,train
${BOSSBASE_ROOT}\cover\3209.pgm,0,train
${BOSSBASE_ROOT}\cover\7972.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5562.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9167.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9529.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5837.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2442.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6524.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8852.pgm,1,train
${BOSSBASE_ROOT}\cover\7343.pgm,0,train
${BOSSBASE_ROOT}\cover\9316.pgm,0,train
${BOSSBASE_ROOT}\cover\3152.pgm,0,train
${BOSSBASE_ROOT}\cover\4773.pgm,0,train
${BOSSBASE_ROOT}\cover\1173.pgm,0,train
${BOSSBASE_ROOT}\cover\1355.pgm,0,train
${BOSSBASE_ROOT}\cover\5496.pgm,0,train
${BOSSBASE_ROOT}\cover\9141.pgm,0,train
${BOSSBASE_ROOT}\cover\3097.pgm,0,train
${BOSSBASE_ROOT}\cover\3758.pgm,0,train
